Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LT50380252006285PAC01,LANDSAT_5,BUMPER,PAC,DAY, 038, 025,2,2006/10/12,2006:285:17:59:18.42563,2006:285:17:59:45.03856,N,9,9,9,9,9,9,9,9,58.71,68.92,47.54,93.84,24.53,30.71065593,162.54837312, 50.28642   (50°17'11.11"N),-108.34370   (108°20'37.32"W), 51.24766   (51°14'51.58"N),-109.29571  (109°17'44.56"W), 50.87094   (50°52'15.38"N),-106.72553   (106°43'31.91"W), 49.68137   (49°40'52.93"N),-109.92350   (109°55'24.60"W), 49.31661 (49°18'59.80"N),-107.43153   (107°25'53.51"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27719   (51°16'37.88"N),-110.02652   (110°01'35.47"S), 51.19817   (51°11'53.41"N),-106.59233   (106°35'32.39"S), 49.33215   (49°19'55.74"N),-110.06544  (110°03'55.58"W), 49.25836   (49°15'30.10"N),-106.76791   (106°46'04.48"S),8001,7211,7211,8001,38,5.844,3.094,4.958,.236,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28642,-108.3437,51.24766,-109.29571,50.87094,-106.72553,49.68137,-109.9235,49.31661,-107.43153,LT50380252006285PAC01,LT50380252006285PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50380252006285PAC01
LT50370252006278PAC01,LANDSAT_5,BUMPER,PAC,DAY, 037, 025,2,2006/10/05,2006:278:17:53:02.75644,2006:278:17:53:29.36938,N,9,9,9,9,9,9,9,9,.01,0,.01,0,.04,33.21771257,161.33486718, 50.28044   (50°16'49.58"N),-106.79133   (106°47'28.79"W), 51.24166   (51°14'29.98"N),-107.74325  (107°44'35.70"W), 50.86499   (50°51'53.96"N),-105.17338   (105°10'24.17"W), 49.67537   (49°40'31.33"N),-108.37091   (108°22'15.28"W), 49.31064 (49°18'38.30"N),-105.87923   (105°52'45.23"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.24432   (51°14'39.55"N),-108.61367   (108°36'49.21"S), 51.30010   (51°18'00.36"N),-105.05881   (105°03'31.72"S), 49.22190   (49°13'18.84"N),-108.46378  (108°27'49.61"W), 49.27384   (49°16'25.82"N),-105.05636   (105°03'22.90"S),8271,7511,7511,8271,60,3.880,2.965,2.503,.259,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28044,-106.79133,51.24166,-107.74325,50.86499,-105.17338,49.67537,-108.37091,49.31064,-105.87923,LT50370252006278PAC01,LT50370252006278PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50370252006278PAC01
LT50370252006262PAC01,LANDSAT_5,BUMPER,PAC,DAY, 037, 025,2,2006/09/19,2006:262:17:52:50.96506,2006:262:17:53:17.57800,N,9,9,9,9,9,9,9,9,25.49,53.44,5.76,24.41,18.35,38.96620922,157.95018315, 50.28418   (50°17'03.05"N),-106.77370   (106°46'25.32"W), 51.24541   (51°14'43.48"N),-107.72568  (107°43'32.45"W), 50.86871   (50°52'07.36"N),-105.15561   (105°09'20.20"W), 49.67912   (49°40'44.83"N),-108.35342   (108°21'12.31"W), 49.31437 (49°18'51.73"N),-105.86156   (105°51'41.62"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.24767   (51°14'51.61"N),-108.59244   (108°35'32.78"S), 51.30281   (51°18'10.12"N),-105.04160   (105°02'29.76"S), 49.22521   (49°13'30.76"N),-108.44341  (108°26'36.28"W), 49.27655   (49°16'35.58"N),-105.03987   (105°02'23.53"S),8261,7511,7511,8261,32,3.306,2.794,1.767,.27,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28418,-106.7737,51.24541,-107.72568,50.86871,-105.15561,49.67912,-108.35342,49.31437,-105.86156,LT50370252006262PAC01,LT50370252006262PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50370252006262PAC01
LT50380252006253PAC01,LANDSAT_5,BUMPER,PAC,DAY, 038, 025,2,2006/09/10,2006:253:17:58:55.32019,2006:253:17:59:21.93319,N,9,9,9,9,9,9,9,9,36.06,4.87,77.63,14.37,47.35,42.10783681,155.77041043, 50.27857   (50°16'42.85"N),-108.31474   (108°18'53.06"W), 51.23979   (51°14'23.24"N),-109.26664  (109°15'59.90"W), 50.86313   (50°51'47.27"N),-106.69687   (106°41'48.73"W), 49.67349   (49°40'24.56"N),-109.89426   (109°53'39.34"W), 49.30878 (49°18'31.61"N),-107.40267   (107°24'09.61"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27139   (51°16'17.00"N),-109.97934   (109°58'45.62"S), 51.19117   (51°11'28.21"N),-106.55004   (106°33'00.14"S), 49.32907   (49°19'44.65"N),-110.02008  (110°01'12.29"W), 49.25415   (49°15'14.94"N),-106.72703   (106°43'37.31"S),7991,7201,7201,7991,56,4.241,3.16,2.828,.194,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27857,-108.31474,51.23979,-109.26664,50.86313,-106.69687,49.67349,-109.89426,49.30878,-107.40267,LT50380252006253PAC01,LT50380252006253PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50380252006253PAC01
LT50370252006246PAC01,LANDSAT_5,BUMPER,PAC,DAY, 037, 025,2,2006/09/03,2006:246:17:52:39.46888,2006:246:17:53:06.08188,N,9,9,9,9,9,9,9,9,0,0,0,0,0,44.45658017,153.96301483, 50.28189   (50°16'54.80"N),-106.76439   (106°45'51.80"W), 51.24312   (51°14'35.23"N),-107.71634  (107°42'58.82"W), 50.86643   (50°51'59.15"N),-105.14639   (105°08'47.00"W), 49.67682   (49°40'36.55"N),-108.34403   (108°20'38.51"W), 49.31209 (49°18'43.52"N),-105.85228   (105°51'08.21"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.24550   (51°14'43.80"N),-108.57507   (108°34'30.25"S), 51.30011   (51°18'00.40"N),-105.03299   (105°01'58.76"S), 49.22031   (49°13'13.12"N),-108.42658  (108°25'35.69"W), 49.27116   (49°16'16.18"N),-105.03162   (105°01'53.83"S),8241,7521,7521,8241,65,3.812,2.642,2.748,.203,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28189,-106.76439,51.24312,-107.71634,50.86643,-105.14639,49.67682,-108.34403,49.31209,-105.85228,LT50370252006246PAC01,LT50370252006246PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50370252006246PAC01
LT50380252006237PAC01,LANDSAT_5,BUMPER,PAC,DAY, 038, 025,2,2006/08/25,2006:237:17:58:44.11425,2006:237:17:59:10.72725,N,9,9,9,9,9,9,9,9,15.92,5.39,2.9,16.81,38.57,47.32380954,151.64973869, 50.27705   (50°16'37.38"N),-108.30804   (108°18'28.94"W), 51.23826   (51°14'17.74"N),-109.25992  (109°15'35.71"W), 50.86162   (50°51'41.83"N),-106.69022   (106°41'24.79"W), 49.67196   (49°40'19.06"N),-109.88750   (109°53'15.00"W), 49.30726 (49°18'26.14"N),-107.39599   (107°23'45.56"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26858   (51°16'06.89"N),-109.96650   (109°57'59.40"S), 51.18848   (51°11'18.53"N),-106.55030   (106°33'01.08"S), 49.32627   (49°19'34.57"N),-110.00775  (110°00'27.90"W), 49.25146   (49°15'05.26"N),-106.72726   (106°43'38.14"S),7961,7201,7201,7961,57,4.732,3.034,3.631,.184,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27705,-108.30804,51.23826,-109.25992,50.86162,-106.69022,49.67196,-109.8875,49.30726,-107.39599,LT50380252006237PAC01,LT50380252006237PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50380252006237PAC01
LT50370252006230PAC01,LANDSAT_5,BUMPER,PAC,DAY, 037, 025,2,2006/08/18,2006:230:17:52:28.58419,2006:230:17:52:55.19713,N,9,9,9,9,9,9,9,9,18.28,13.65,7.86,5.24,46.38,49.40285307,149.8610221, 50.27688   (50°16'36.77"N),-106.76306   (106°45'47.02"W), 51.23809   (51°14'17.12"N),-107.71493  (107°42'53.75"W), 50.86145   (50°51'41.22"N),-105.14525   (105°08'42.90"W), 49.67179   (49°40'18.44"N),-108.34252   (108°20'33.07"W), 49.30709 (49°18'25.52"N),-105.85101   (105°51'03.64"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.24281   (51°14'34.12"N),-108.57486   (108°34'29.50"S), 51.29741   (51°17'50.68"N),-105.04590   (105°02'45.24"S), 49.22031   (49°13'13.12"N),-108.42658  (108°25'35.69"W), 49.27115   (49°16'16.14"N),-105.04399   (105°02'38.36"S),8211,7511,7511,8211,62,4.108,2.818,2.989,.207,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27688,-106.76306,51.23809,-107.71493,50.86145,-105.14525,49.67179,-108.34252,49.30709,-105.85101,LT50370252006230PAC01,LT50370252006230PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50370252006230PAC01
LT50380252006221PAC02,LANDSAT_5,BUMPER,PAC,DAY, 038, 025,2,2006/08/09,2006:221:17:58:33.40438,2006:221:17:59:00.01744,N,9,9,9,9,9,9,9,9,87.6,92.14,99.99,60.53,97.75,51.86097756,147.75224111, 50.27594   (50°16'33.38"N),-108.30840   (108°18'30.24"W), 51.23715   (51°14'13.74"N),-109.26026  (109°15'36.94"W), 50.86051   (50°51'37.84"N),-106.69062   (106°41'26.23"W), 49.67085   (49°40'15.06"N),-109.88782   (109°53'16.15"W), 49.30616 (49°18'22.18"N),-107.39636   (107°23'46.90"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26839   (51°16'06.20"N),-109.94500   (109°56'42.00"S), 51.18815   (51°11'17.34"N),-106.54174   (106°32'30.26"S), 49.32339   (49°19'24.20"N),-109.98716  (109°59'13.78"W), 49.24847   (49°14'54.49"N),-106.71927   (106°43'09.37"S),7931,7211,7211,7931,54,4.065,2.499,3.206,.183,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27594,-108.3084,51.23715,-109.26026,50.86051,-106.69062,49.67085,-109.88782,49.30616,-107.39636,LT50380252006221PAC02,LT50380252006221PAC02,http://earthexplorer.usgs.gov/download/options/5440/LT50380252006221PAC02
LT50370252006214PAC02,LANDSAT_5,BUMPER,PAC,DAY, 037, 025,2,2006/08/02,2006:214:17:52:17.70325,2006:214:17:52:44.31631,N,9,9,9,9,9,9,9,9,41.31,85.37,31.16,13.13,35.59,53.5740613,146.26914995, 50.27904   (50°16'44.54"N),-106.76396   (106°45'50.26"W), 51.24026   (51°14'24.94"N),-107.71586  (107°42'57.10"W), 50.86360   (50°51'48.96"N),-105.14607   (105°08'45.85"W), 49.67396   (49°40'26.26"N),-108.34349   (108°20'36.56"W), 49.30925 (49°18'33.30"N),-105.85188   (105°51'06.77"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.24359   (51°14'36.92"N),-108.54912   (108°32'56.83"S), 51.29742   (51°17'50.71"N),-105.03299   (105°01'58.76"S), 49.22374   (49°13'25.46"N),-108.40209  (108°24'07.52"W), 49.27385   (49°16'25.86"N),-105.03162   (105°01'53.83"S),8181,7501,7501,8181,44,5.447,3.839,3.864,.229,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27904,-106.76396,51.24026,-107.71586,50.8636,-105.14607,49.67396,-108.34349,49.30925,-105.85188,LT50370252006214PAC02,LT50370252006214PAC02,http://earthexplorer.usgs.gov/download/options/5440/LT50370252006214PAC02
LT50380252006205PAC01,LANDSAT_5,BUMPER,PAC,DAY, 038, 025,2,2006/07/24,2006:205:17:58:22.03075,2006:205:17:58:48.64381,N,9,9,9,9,9,9,9,9,2.96,7.8,.21,3.82,0,55.50499053,144.75030508, 50.27749   (50°16'38.96"N),-108.30979   (108°18'35.24"W), 51.23870   (51°14'19.32"N),-109.26167  (109°15'42.01"W), 50.86206   (50°51'43.42"N),-106.69196   (106°41'31.06"W), 49.67241   (49°40'20.68"N),-109.88927   (109°53'21.37"W), 49.30770 (49°18'27.72"N),-107.39773   (107°23'51.83"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26839   (51°16'06.20"N),-109.94500   (109°56'42.00"S), 51.18831   (51°11'17.92"N),-106.54602   (106°32'45.67"S), 49.32339   (49°19'24.20"N),-109.98716  (109°59'13.78"W), 49.24862   (49°14'55.03"N),-106.72338   (106°43'24.17"S),7921,7211,7211,7921,81,4.245,2.731,3.25,.179,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27749,-108.30979,51.2387,-109.26167,50.86206,-106.69196,49.67241,-109.88927,49.3077,-107.39773,LT50380252006205PAC01,LT50380252006205PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50380252006205PAC01
LT50370252006198PAC01,LANDSAT_5,BUMPER,PAC,DAY, 037, 025,2,2006/07/17,2006:198:17:52:05.75825,2006:198:17:52:32.37131,N,9,9,9,9,9,9,9,9,0,0,0,0,0,56.76038102,143.86820847, 50.28137   (50°16'52.93"N),-106.76431   (106°45'51.52"W), 51.24260   (51°14'33.36"N),-107.71625  (107°42'58.50"W), 50.86592   (50°51'57.31"N),-105.14633   (105°08'46.79"W), 49.67630   (49°40'34.68"N),-108.34393   (108°20'38.15"W), 49.31157 (49°18'41.65"N),-105.85220   (105°51'07.92"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.24616   (51°14'46.18"N),-108.55362   (108°33'13.03"S), 51.30011   (51°18'00.40"N),-105.02869   (105°01'43.28"S), 49.22362   (49°13'25.03"N),-108.40621  (108°24'22.36"W), 49.27385   (49°16'25.86"N),-105.02749   (105°01'38.96"S),8201,7511,7511,8201,44,3.175,2.636,1.769,.162,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28137,-106.76431,51.2426,-107.71625,50.86592,-105.14633,49.6763,-108.34393,49.31157,-105.8522,LT50370252006198PAC01,LT50370252006198PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50370252006198PAC01
LT50380252006189PAC01,LANDSAT_5,BUMPER,PAC,DAY, 038, 025,2,2006/07/08,2006:189:17:58:09.10075,2006:189:17:58:35.71381,N,9,9,9,9,9,9,9,9,.25,.13,.67,.12,.08,58.0400084,143.27242799, 50.28227   (50°16'56.17"N),-108.30699   (108°18'25.16"W), 51.24350   (51°14'36.60"N),-109.25894  (109°15'32.18"W), 50.86681   (50°52'00.52"N),-106.68898   (106°41'20.33"W), 49.67721   (49°40'37.96"N),-109.88664   (109°53'11.90"W), 49.31247 (49°18'44.89"N),-107.39487   (107°23'41.53"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27382   (51°16'25.75"N),-109.94918   (109°56'57.05"S), 51.19336   (51°11'36.10"N),-106.53694   (106°32'12.98"S), 49.32882   (49°19'43.75"N),-109.99118  (109°59'28.25"W), 49.25370   (49°15'13.32"N),-106.71470   (106°42'52.92"S),7951,7211,7211,7951,73,4.412,2.892,3.332,.185,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28227,-108.30699,51.2435,-109.25894,50.86681,-106.68898,49.67721,-109.88664,49.31247,-107.39487,LT50380252006189PAC01,LT50380252006189PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50380252006189PAC01
LT50370252006182PAC01,LANDSAT_5,BUMPER,PAC,DAY, 037, 025,2,2006/07/01,2006:182:17:51:51.92194,2006:182:17:52:18.53500,N,9,9,9,9,9,9,9,9,12.76,23.96,0,18.97,8.11,58.73502833,143.18155399, 50.28196   (50°16'55.06"N),-106.76030   (106°45'37.08"W), 51.24319   (51°14'35.48"N),-107.71225  (107°42'44.10"W), 50.86650   (50°51'59.40"N),-105.14230   (105°08'32.28"W), 49.67690   (49°40'36.84"N),-108.33994   (108°20'23.78"W), 49.31216 (49°18'43.78"N),-105.84819   (105°50'53.48"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.24603   (51°14'45.71"N),-108.55791   (108°33'28.48"S), 51.30012   (51°18'00.43"N),-105.02008   (105°01'12.29"S), 49.22349   (49°13'24.56"N),-108.41032  (108°24'37.15"W), 49.27386   (49°16'25.90"N),-105.01925   (105°01'09.30"S),8231,7511,7511,8231,48,3.621,2.773,2.329,.126,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28196,-106.7603,51.24319,-107.71225,50.8665,-105.1423,49.6769,-108.33994,49.31216,-105.84819,LT50370252006182PAC01,LT50370252006182PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50370252006182PAC01
LT50380252006173PAC02,LANDSAT_5,BUMPER,PAC,DAY, 038, 025,2,2006/06/22,2006:173:17:57:53.78600,2006:173:17:58:20.39906,N,9,9,9,9,9,9,9,9,53.54,52.7,24.63,75.71,61.11,59.22394878,143.60991088, 50.28206   (50°16'55.42"N),-108.29805   (108°17'52.98"W), 51.24329   (51°14'35.84"N),-109.25000  (109°15'00.00"W), 50.86660   (50°51'59.76"N),-106.68004   (106°40'48.14"W), 49.67700   (49°40'37.20"N),-109.87769   (109°52'39.68"W), 49.31226 (49°18'44.14"N),-107.38593   (107°23'09.35"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.27378   (51°16'25.61"N),-109.94488   (109°56'41.57"S), 51.19271   (51°11'33.76"N),-106.51982   (106°31'11.35"S), 49.32879   (49°19'43.64"N),-109.98705  (109°59'13.38"W), 49.25308   (49°15'11.09"N),-106.69825   (106°41'53.70"S),7981,7211,7211,7981,36,10.939,7.922,7.544,.361,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.28206,-108.29805,51.24329,-109.25,50.8666,-106.68004,49.677,-109.87769,49.31226,-107.38593,LT50380252006173PAC02,LT50380252006173PAC02,http://earthexplorer.usgs.gov/download/options/5440/LT50380252006173PAC02
LT50370252006166PAC01,LANDSAT_5,BUMPER,PAC,DAY, 037, 025,2,2006/06/15,2006:166:17:51:35.58331,2006:166:17:52:02.19638,N,9,9,9,9,9,9,9,9,26.84,33.11,4.53,48.02,21.71,59.25099325,144.2499824, 50.27649   (50°16'35.36"N),-106.75006   (106°45'00.22"W), 51.23770   (51°14'15.72"N),-107.70193  (107°42'06.95"W), 50.86106   (50°51'39.82"N),-105.13226   (105°07'56.14"W), 49.67140   (49°40'17.04"N),-108.32950   (108°19'46.20"W), 49.30671 (49°18'24.16"N),-105.83801   (105°50'16.84"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.24359   (51°14'36.92"N),-108.54912   (108°32'56.83"S), 51.29742   (51°17'50.71"N),-105.00287   (105°00'10.33"S), 49.22104   (49°13'15.74"N),-108.40191  (108°24'06.88"W), 49.27116   (49°16'16.18"N),-105.00275   (105°00'09.90"S),8251,7511,7511,8251,61,4.533,2.926,3.462,.129,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27649,-106.75006,51.2377,-107.70193,50.86106,-105.13226,49.6714,-108.3295,49.30671,-105.83801,LT50370252006166PAC01,LT50370252006166PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50370252006166PAC01
LT50380252006157PAC01,LANDSAT_5,BUMPER,PAC,DAY, 038, 025,2,2006/06/06,2006:157:17:57:37.73250,2006:157:17:58:04.34550,N,9,9,9,9,9,9,9,9,.02,.03,.03,.02,.01,58.82842342,145.4431477, 50.27571   (50°16'32.56"N),-108.29017   (108°17'24.61"W), 51.23692   (51°14'12.91"N),-109.24203  (109°14'31.31"W), 50.86028   (50°51'37.01"N),-106.67240   (106°40'20.64"W), 49.67062   (49°40'14.23"N),-109.86959   (109°52'10.52"W), 49.30593 (49°18'21.35"N),-107.37813   (107°22'41.27"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26835   (51°16'06.06"N),-109.94070   (109°56'26.52"S), 51.18684   (51°11'12.62"N),-106.50750   (106°30'27.00"S), 49.32605   (49°19'33.78"N),-109.98298  (109°58'58.73"W), 49.24993   (49°14'59.75"N),-106.68615   (106°41'10.14"S),8001,7201,7201,8001,98,4.806,3.238,3.551,.188,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27571,-108.29017,51.23692,-109.24203,50.86028,-106.6724,49.67062,-109.86959,49.30593,-107.37813,LT50380252006157PAC01,LT50380252006157PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50380252006157PAC01
LT50370252006150PAC01,LANDSAT_5,BUMPER,PAC,DAY, 037, 025,2,2006/05/30,2006:150:17:51:19.65388,2006:150:17:51:46.26688,N,9,9,9,9,9,9,9,9,64.82,96.81,89.8,23.18,49.49,58.11793314,146.48092189, 50.27464   (50°16'28.70"N),-106.74091   (106°44'27.28"W), 51.23585   (51°14'09.06"N),-107.69275  (107°41'33.90"W), 50.85922   (50°51'33.19"N),-105.12318   (105°07'23.45"W), 49.66954   (49°40'10.34"N),-108.32029   (108°19'13.04"W), 49.30486 (49°18'17.50"N),-105.82889   (105°49'44.00"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.24103   (51°14'27.71"N),-108.54463   (108°32'40.67"S), 51.29472   (51°17'40.99"N),-104.98996   (104°59'23.86"S), 49.21578   (49°12'56.81"N),-108.39743  (108°23'50.75"W), 49.26576   (49°15'56.74"N),-104.99038   (104°59'25.37"S),8271,7521,7521,8271,34,4.448,3.09,3.199,.201,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27464,-106.74091,51.23585,-107.69275,50.85922,-105.12318,49.66954,-108.32029,49.30486,-105.82889,LT50370252006150PAC01,LT50370252006150PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50370252006150PAC01
LT50380252006141PAC01,LANDSAT_5,BUMPER,PAC,DAY, 038, 025,2,2006/05/21,2006:141:17:57:21.98981,2006:141:17:57:48.60275,N,9,9,9,9,9,9,9,9,5.51,2.36,2.86,13.89,2.94,56.74107173,147.90413706, 50.27173   (50°16'18.23"N),-108.28341   (108°17'00.28"W), 51.23293   (51°13'58.55"N),-109.23521  (109°14'06.76"W), 50.85633   (50°51'22.79"N),-106.66579   (106°39'56.84"W), 49.66662   (49°39'59.83"N),-109.86268   (109°51'45.65"W), 49.30196 (49°18'07.06"N),-107.37142   (107°22'17.11"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.26557   (51°15'56.05"N),-109.93217   (109°55'55.81"S), 51.18398   (51°11'02.33"N),-106.50349   (106°30'12.56"S), 49.32328   (49°19'23.81"N),-109.97478  (109°58'29.21"W), 49.24709   (49°14'49.52"N),-106.68228   (106°40'56.21"S),7991,7201,7201,7991,90,5.059,3.493,3.659,.196,UTM,WGS84,WGS84,12,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27173,-108.28341,51.23293,-109.23521,50.85633,-106.66579,49.66662,-109.86268,49.30196,-107.37142,LT50380252006141PAC01,LT50380252006141PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50380252006141PAC01
LT50370252006134PAC01,LANDSAT_5,BUMPER,PAC,DAY, 037, 025,2,2006/05/14,2006:134:17:51:06.03456,2006:134:17:51:32.64750,N,9,9,9,9,9,9,9,9,4.32,6.01,.7,7.61,2.96,55.30926192,148.9335458, 50.27045   (50°16'13.62"N),-106.74321   (106°44'35.56"W), 51.23165   (51°13'53.94"N),-107.69499  (107°41'41.96"W), 50.85505   (50°51'18.18"N),-105.12564   (105°07'32.30"W), 49.66533   (49°39'55.19"N),-108.32244   (108°19'20.78"W), 49.30068 (49°18'02.45"N),-105.83124   (105°49'52.46"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 51.23578   (51°14'08.81"N),-108.53992   (108°32'23.71"S), 51.28933   (51°17'21.59"N),-104.99857   (104°59'54.85"S), 49.21320   (49°12'47.52"N),-108.39313  (108°23'35.27"W), 49.26306   (49°15'47.02"N),-104.99863   (104°59'55.07"S),8241,7511,7511,8241,55,3.735,2.882,2.375,.141,UTM,WGS84,WGS84,13,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,50.27045,-106.74321,51.23165,-107.69499,50.85505,-105.12564,49.66533,-108.32244,49.30068,-105.83124,LT50370252006134PAC01,LT50370252006134PAC01,http://earthexplorer.usgs.gov/download/options/5440/LT50370252006134PAC01
