Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC80370252016210LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20160728160858_20160728182053.01,LT8BPF20160720111055_20160720133144.01,L8CPF20160701_20160930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/07/28,2016:210:17:58:58.6876910,2016:210:17:59:30.4576880,9,4.43,55.17528456,148.15123803,4.831,5.004,221,4,Y,LPGS_2.6.2,50°16'51.64"N,106°45'01.08"W,51°21'05.76"N,107°42'25.31"W,50°53'32.28"N,105°04'11.89"W,49°11'35.81"N,105°50'34.44"W,49°38'43.33"N,108°23'24.32"W,50.28101,-106.7503,51.3516,-107.70703,50.8923,-105.06997,49.19328,-105.8429,49.64537,-108.39009,LC80370252016210LGN00,LC80370252016210LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252016210LGN00
LC80380252016201LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160719175336_20160719181329.01,LT8BPF20160707085159_20160720111055.01,L8CPF20160701_20160930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/07/19,2016:201:18:05:07.5256830,2016:201:18:05:39.2956800,9,1.93,56.96014859,146.93523207,5.627,5.044,276,4,Y,LPGS_2.6.2,50°16'51.38"N,108°17'56.76"W,51°21'05.58"N,109°15'20.48"W,50°53'32.03"N,106°37'07.64"W,49°11'35.45"N,107°23'30.48"W,49°38'43.12"N,109°56'19.75"W,50.28094,-108.2991,51.35155,-109.25569,50.89223,-106.61879,49.19318,-107.3918,49.64531,-109.93882,LC80380252016201LGN00,LC80380252016201LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016201LGN00
LC80380252016185LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160703175306_20160703181322.01,LT8BPF20160620195437_20160707083823.01,L8CPF20160701_20160930.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/07/03,2016:185:18:05:01.0991220,2016:185:18:05:32.8691190,9,1.09,59.17270158,146.11425112,5.698,4.932,284,4,Y,LPGS_2.6.2,50°16'52.43"N,108°17'47.00"W,51°21'06.66"N,109°15'10.94"W,50°53'32.75"N,106°36'57.49"W,49°11'36.28"N,107°23'20.44"W,49°38'44.27"N,109°56'10.32"W,50.28123,-108.29639,51.35185,-109.25304,50.89243,-106.61597,49.19341,-107.38901,49.64563,-109.9362,LC80380252016185LGN00,LC80380252016185LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016185LGN00
LC80380252016169LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160617175320_20160617181313.01,LT8BPF20160606063351_20160620173313.01,L8CPF20160401_20160630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/06/17,2016:169:18:04:51.5088880,2016:169:18:05:23.2788850,9,11.53,59.93983848,147.05238086,5.92,5.496,253,4,Y,LPGS_2.6.2,50°16'52.03"N,108°16'58.62"W,51°21'06.30"N,109°14'22.52"W,50°53'32.28"N,106°36'08.82"W,49°11'36.02"N,107°22'32.20"W,49°38'44.20"N,109°55'22.30"W,50.28112,-108.28295,51.35175,-109.23959,50.8923,-106.60245,49.19334,-107.37561,49.64561,-109.92286,LC80380252016169LGN00,LC80380252016169LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016169LGN00
LC80370252016162LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20160610174644_20160610182034.01,LT8BPF20160606063351_20160620173313.01,L8CPF20160401_20160630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/06/10,2016:162:17:58:39.5691680,2016:162:17:59:11.3391650,9,.07,59.76351528,147.89529395,5.378,4.983,382,4,Y,LPGS_2.6.2,50°16'51.13"N,106°44'48.73"W,51°21'05.44"N,107°42'13.32"W,50°53'31.49"N,105°03'58.90"W,49°11'35.09"N,105°50'21.66"W,49°38'43.15"N,108°23'12.52"W,50.28087,-106.74687,51.35151,-107.7037,50.89208,-105.06636,49.19308,-105.83935,49.64532,-108.38681,LC80370252016162LGN00,LC80370252016162LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252016162LGN00
LC80380252016153LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160601175254_20160601181310.01,LT8BPF20160522121054_20160606055146.01,L8CPF20160401_20160630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/06/01,2016:153:18:04:48.8168760,2016:153:18:05:20.5868720,9,12.14,59.05787552,149.20863201,5.717,5.833,187,4,Y,LPGS_2.6.2,50°16'51.78"N,108°18'00.61"W,51°21'06.16"N,109°15'24.48"W,50°53'31.99"N,106°37'10.81"W,49°11'35.74"N,107°23'34.26"W,49°38'43.98"N,109°56'24.36"W,50.28105,-108.30017,51.35171,-109.2568,50.89222,-106.61967,49.19326,-107.39285,49.64555,-109.9401,LC80380252016153LGN00,LC80380252016153LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016153LGN00
LC80370252016146LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20160525174641_20160525182031.01,LT8BPF20160522121054_20160606055146.01,L8CPF20160401_20160630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/05/25,2016:146:17:58:35.8779800,2016:146:17:59:07.6479770,9,66.96,58.13218637,150.28294996,7.732,7.15,50,4,Y,LPGS_2.6.2,50°16'51.89"N,106°45'38.41"W,51°21'06.19"N,107°43'02.82"W,50°53'32.14"N,105°04'48.50"W,49°11'35.84"N,105°51'11.63"W,49°38'44.02"N,108°24'02.38"W,50.28108,-106.76067,51.35172,-107.71745,50.89226,-105.08014,49.19329,-105.85323,49.64556,-108.40066,LC80370252016146LGN00,LC80370252016146LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252016146LGN00
LC80380252016137LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160516175248_20160516181304.01,LT8BPF20160507073845_20160522095010.01,L8CPF20160401_20160630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/05/16,2016:137:18:04:42.7711740,2016:137:18:05:14.5411710,9,.19,56.47819323,151.60803255,5.594,5.144,339,4,Y,LPGS_2.6.2,50°16'52.25"N,108°18'17.46"W,51°21'06.59"N,109°15'41.04"W,50°53'32.42"N,106°37'27.80"W,49°11'36.06"N,107°23'51.43"W,49°38'44.34"N,109°56'41.14"W,50.28118,-108.30485,51.35183,-109.2614,50.89234,-106.62439,49.19335,-107.39762,49.64565,-109.94476,LC80380252016137LGN00,LC80380252016137LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016137LGN00
LC80370252016130LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20160509174637_20160509182026.01,LT8BPF20160507073845_20160522095010.01,L8CPF20160401_20160630.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/05/09,2016:130:17:58:31.8070200,2016:130:17:59:03.5770170,9,50.58,54.84997877,152.52886109,5.958,4.471,77,4,Y,LPGS_2.6.2,50°16'52.72"N,106°46'26.58"W,51°21'07.09"N,107°43'49.40"W,50°53'33.25"N,105°05'37.54"W,49°11'36.49"N,105°52'01.09"W,49°38'44.41"N,108°24'49.46"W,50.28131,-106.77405,51.35197,-107.73039,50.89257,-105.09376,49.19347,-105.86697,49.64567,-108.41374,LC80370252016130LGN00,LC80370252016130LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252016130LGN00
LC80380242016121LGN00, 038, 024, 038, 024,NADIR,FULL,NOMINAL,LO8BPF20160430175250_20160430181306.02,LT8BPF20160422201524_20160507073029.01,L8CPF20160401_20160630.02,L8RLUT20150303_20431231v11.h5,-.002,LGN,DAY,L1T,OLI_TIRS,2016/04/30,2016:121:18:04:21.3116410,2016:121:18:04:53.0816380,9,12.45,51.22709325,155.02284099,4.809,4.582,256,4,Y,LPGS_2.6.2,51°41'35.63"N,107°46'02.93"W,52°45'58.28"N,108°44'50.17"W,52°17'54.06"N,106°01'44.33"W,50°36'10.19"N,106°50'26.20"W,51°03'44.96"N,109°27'43.60"W,51.69323,-107.76748,52.76619,-108.74727,52.29835,-106.02898,50.60283,-106.84061,51.06249,-109.46211,LC80380242016121LGN00,LC80380242016121LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380242016121LGN00
LC80380252016121LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160430175250_20160430181306.02,LT8BPF20160422201524_20160507073029.01,L8CPF20160401_20160630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/04/30,2016:121:18:04:45.1942070,2016:121:18:05:16.9642030,9,36.94,52.35755392,153.46684046,5.022,5.052,140,4,Y,LPGS_2.6.2,50°16'51.13"N,108°23'07.22"W,51°21'03.20"N,109°20'37.18"W,50°53'35.30"N,106°42'21.38"W,49°11'37.28"N,107°28'35.18"W,49°38'39.48"N,110°01'27.16"W,50.28087,-108.38534,51.35089,-109.34366,50.89314,-106.70594,49.19369,-107.47644,49.6443,-110.02421,LC80380252016121LGN00,LC80380252016121LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016121LGN00
LC80370252016114LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20160423174722_20160423182024.01,LT8BPF20160422201524_20160507073029.01,L8CPF20160401_20160630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/04/23,2016:114:17:58:29.0963710,2016:114:17:59:00.8663680,9,75.3,50.16671704,154.12710674,5.781,6.328,39,4,Y,LPGS_2.6.2,50°16'52.14"N,106°48'02.63"W,51°21'04.28"N,107°45'31.61"W,50°53'36.53"N,105°07'17.08"W,49°11'38.18"N,105°53'31.24"W,49°38'40.31"N,108°26'21.88"W,50.28115,-106.80073,51.35119,-107.75878,50.89348,-105.12141,49.19394,-105.89201,49.64453,-108.43941,LC80370252016114LGN00,LC80370252016114LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252016114LGN00
LC80380252016105LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160414175337_20160414181306.01,LT8BPF20160408000419_20160422175416.01,L8CPF20160401_20160630.02,L8RLUT20150303_20431231v11.h5,-.002,LGN,DAY,L1T,OLI_TIRS,2016/04/14,2016:105:18:04:44.4292090,2016:105:18:05:16.1992060,9,20.18,47.06991551,154.78791851,5.112,5.457,271,4,Y,LPGS_2.6.2,50°16'51.10"N,108°20'35.16"W,51°21'03.06"N,109°18'03.60"W,50°53'35.20"N,106°39'49.64"W,49°11'37.18"N,107°26'04.09"W,49°38'39.34"N,109°58'54.26"W,50.28086,-108.3431,51.35085,-109.301,50.89311,-106.66379,49.19366,-107.43447,49.64426,-109.98174,LC80380252016105LGN00,LC80380252016105LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016105LGN00
LC80370252016098LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20160407174728_20160407183317.01,LT8BPF20160324055900_20160407213750.01,L8CPF20160401_20160630.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/04/07,2016:098:17:58:35.9643600,2016:098:17:59:07.7343560,9,8.05,44.48341612,155.19377439,5.139,5.623,299,4,Y,LPGS_2.6.2,50°16'51.71"N,106°47'28.97"W,51°21'03.96"N,107°44'58.16"W,50°53'35.63"N,105°06'42.91"W,49°11'37.75"N,105°52'57.54"W,49°38'40.34"N,108°25'48.97"W,50.28103,-106.79138,51.3511,-107.74949,50.89323,-105.11192,49.19382,-105.88265,49.64454,-108.43027,LC80370252016098LGN00,LC80370252016098LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252016098LGN00
LC80380252016089LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160329175342_20160329184043.01,LT8BPF20160324055900_20160407213750.01,L8CPF20160101_20160331.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/03/29,2016:089:18:04:49.6450550,2016:089:18:05:21.4150520,9,40.99,41.00370986,155.61668872,5.51,5.496,126,4,Y,LPGS_2.6.2,50°16'51.89"N,108°19'46.96"W,51°21'04.00"N,109°17'15.90"W,50°53'35.66"N,106°39'00.79"W,49°11'37.90"N,107°25'15.71"W,49°38'40.49"N,109°58'06.96"W,50.28108,-108.32971,51.35111,-109.28775,50.89324,-106.65022,49.19386,-107.42103,49.64458,-109.9686,LC80380252016089LGN00,LC80380252016089LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016089LGN00
LC80380252016073LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160313175504_20160313184205.02,LT8BPF20160309080230_20160324033852.01,L8CPF20160101_20160331.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/03/13,2016:073:18:04:59.5328300,2016:073:18:05:31.3028260,9,.19,34.62446476,156.28679783,5.449,5.258,389,4,Y,LPGS_2.6.2,50°16'51.49"N,108°20'19.43"W,51°21'03.85"N,109°17'48.73"W,50°53'34.91"N,106°39'32.58"W,49°11'37.39"N,107°25'47.82"W,49°38'40.63"N,109°58'40.15"W,50.28097,-108.33873,51.35107,-109.29687,50.89303,-106.65905,49.19372,-107.42995,49.64462,-109.97782,LC80380252016073LGN00,LC80380252016073LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016073LGN00
LC80370252016066LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20160306175031_20160306183708.01,LT8BPF20160223122621_20160309074854.01,L8CPF20160101_20160331.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/03/06,2016:066:17:58:51.0396210,2016:066:17:59:22.8096180,9,15.44,31.85784948,156.62571315,5.687,5.477,328,4,Y,LPGS_2.6.2,50°16'51.20"N,106°47'18.89"W,51°21'03.60"N,107°44'48.05"W,50°53'34.04"N,105°06'31.14"W,49°11'36.78"N,105°52'47.10"W,49°38'40.60"N,108°25'40.19"W,50.28089,-106.78858,51.351,-107.74668,50.89279,-105.10865,49.19355,-105.87975,49.64461,-108.42783,LC80370252016066LGN00,LC80370252016066LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252016066LGN00
LC80380252016057LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160226175642_20160226184408.01,LT8BPF20160223122621_20160309074854.01,L8CPF20160101_20160331.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/02/26,2016:057:18:05:02.7606900,2016:057:18:05:34.5306870,9,10.09,28.42007864,157.13681379,6.173,5.799,278,4,Y,LPGS_2.6.2,50°16'51.67"N,108°19'26.33"W,51°21'04.10"N,109°16'55.09"W,50°53'34.62"N,106°38'38.98"W,49°11'37.25"N,107°24'55.08"W,49°38'40.99"N,109°57'47.45"W,50.28102,-108.32398,51.35114,-109.28197,50.89295,-106.64416,49.19368,-107.4153,49.64472,-109.96318,LC80380252016057LGN00,LC80380252016057LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016057LGN00
LC80380252016025LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160125180004_20160125184355.01,LT8BPF20160124171309_20160208072447.01,L8CPF20160101_20160331.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/01/25,2016:025:18:05:13.6498040,2016:025:18:05:45.4198000,9,17.68,18.53039082,160.03875047,7.985,10.093,133,4,Y,LPGS_2.6.2,50°16'52.28"N,108°19'36.37"W,51°21'05.15"N,109°17'03.34"W,50°53'34.84"N,106°38'48.91"W,49°11'37.54"N,107°25'06.78"W,49°38'42.07"N,109°57'57.53"W,50.28119,-108.32677,51.35143,-109.28426,50.89301,-106.64692,49.19376,-107.41855,49.64502,-109.96598,LC80380252016025LGN00,LC80380252016025LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016025LGN00
LC80380252016009LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20160109180115_20160109184442.01,LT8BPF20151225202015_20160110080819.04,L8CPF20160101_20160331.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/01/09,2016:009:18:05:13.0143800,2016:009:18:05:44.7843770,9,48.84,15.74778013,162.03305384,6.902,7.347,63,4,Y,LPGS_2.6.2,50°16'52.07"N,108°18'34.56"W,51°21'05.22"N,109°16'01.16"W,50°53'34.37"N,106°37'47.03"W,49°11'37.39"N,107°24'05.69"W,49°38'42.40"N,109°56'56.15"W,50.28113,-108.3096,51.35145,-109.26699,50.89288,-106.62973,49.19372,-107.40158,49.64511,-109.94893,LC80380252016009LGN00,LC80380252016009LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252016009LGN00
LC80370252016002LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20160102175506_20160102183857.01,LT8BPF20151225202015_20160110080819.04,L8CPF20160101_20160331.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2016/01/02,2016:002:17:59:03.9267480,2016:002:17:59:35.6967450,9,1.08,15.10292215,162.939102,8.887,9.465,65,4,Y,LPGS_2.6.2,50°16'52.00"N,106°46'08.00"W,51°21'05.15"N,107°43'34.79"W,50°53'34.19"N,105°05'20.11"W,49°11'37.03"N,105°51'38.84"W,49°38'42.18"N,108°24'29.81"W,50.28111,-106.76889,51.35143,-107.72633,50.89283,-105.08892,49.19362,-105.86079,49.64505,-108.40828,LC80370252016002LGN00,LC80370252016002LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252016002LGN00
LC80380252015342LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20151208180118_20151208184509.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/08,2015:342:18:05:16.1575540,2015:342:18:05:47.9275500,9,57.19,15.80279025,165.74111312,5.668,6.212,299,3,Y,LPGS_2.6.0,50°16'52.28"N,108°18'32.22"W,51°21'05.65"N,109°15'58.00"W,50°53'34.01"N,106°37'44.04"W,49°11'37.07"N,107°24'03.96"W,49°38'42.90"N,109°56'54.24"W,50.28119,-108.30895,51.35157,-109.26611,50.89278,-106.6289,49.19363,-107.4011,49.64525,-109.9484,LC80380252015342LGN00,LC80380252015342LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252015342LGN00
LC80370252015335LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20151201175445_20151201183900.01,LT8BPF20151126105640_20151211174838.04,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/12/01,2015:335:17:59:07.0078400,2015:335:17:59:38.7778360,9,10.16,16.80488531,166.2626323,5.552,6.936,305,3,Y,LPGS_2.6.0,50°16'51.78"N,106°46'21.22"W,51°21'05.22"N,107°43'47.78"W,50°53'33.50"N,105°05'32.68"W,49°11'36.67"N,105°51'52.24"W,49°38'42.54"N,108°24'43.60"W,50.28105,-106.77256,51.35145,-107.72994,50.89264,-105.09241,49.19352,-105.86451,49.64515,-108.41211,LC80370252015335LGN00,LC80370252015335LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252015335LGN00
LC80380252015326LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20151122180032_20151122184511.01,LT8BPF20151113130336_20151126083607.05,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/22,2015:326:18:05:17.8902730,2015:326:18:05:49.6602700,9,13.35,18.54880097,166.68275297,5.617,6.147,297,3,Y,LPGS_2.6.0,50°16'52.32"N,108°18'56.66"W,51°21'05.90"N,109°16'22.58"W,50°53'33.79"N,106°38'08.02"W,49°11'37.03"N,107°24'28.33"W,49°38'43.30"N,109°57'19.22"W,50.2812,-108.31574,51.35164,-109.27294,50.89272,-106.63556,49.19362,-107.40787,49.64536,-109.95534,LC80380252015326LGN00,LC80380252015326LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252015326LGN00
LC80370252015319LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20151115175356_20151115183859.01,LT8BPF20151113130336_20151126083607.05,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/15,2015:319:17:59:05.2369470,2015:319:17:59:37.0069430,9,1.97,20.22425507,166.78713884,5.395,6.524,371,3,Y,LPGS_2.6.0,50°16'51.96"N,106°45'56.09"W,51°21'05.47"N,107°43'22.66"W,50°53'33.25"N,105°05'06.97"W,49°11'36.67"N,105°51'27.14"W,49°38'43.01"N,108°24'19.15"W,50.2811,-106.76558,51.35152,-107.72296,50.89257,-105.08527,49.19352,-105.85754,49.64528,-108.40532,LC80370252015319LGN00,LC80370252015319LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252015319LGN00
LC80380252015310LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20151106175919_20151106184357.01,LT8BPF20151029161821_20151113130336.01,L8CPF20151001_20151231.05,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/11/06,2015:310:18:05:15.8652250,2015:310:18:05:47.6352210,9,53.63,22.7226034,166.6183782,6.263,5.699,133,3,Y,LPGS_2.6.0,50°16'51.60"N,108°18'39.64"W,51°21'05.15"N,109°16'05.20"W,50°53'32.71"N,106°37'50.70"W,49°11'36.13"N,107°24'11.52"W,49°38'42.68"N,109°57'02.34"W,50.281,-108.31101,51.35143,-109.26811,50.89242,-106.63075,49.19337,-107.4032,49.64519,-109.95065,LC80380252015310LGN00,LC80380252015310LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252015310LGN00
LC80370252015303LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20151030175220_20151030183858.01,LT8BPF20151029121006_20151113000000.02,L8CPF20151001_20151231.02,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/30,2015:303:17:59:04.6656080,2015:303:17:59:36.4356050,9,9.65,24.88784582,166.23274748,5.874,5.809,373,-1,Y,LPGS_2.5.1,50°16'51.71"N,106°46'04.48"W,51°21'05.47"N,107°43'30.72"W,50°53'32.96"N,105°05'15.14"W,49°11'36.35"N,105°51'35.82"W,49°38'43.01"N,108°24'27.72"W,50.28103,-106.76791,51.35152,-107.7252,50.89249,-105.08754,49.19343,-105.85995,49.64528,-108.4077,LC80370252015303LGN00,LC80370252015303LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252015303LGN00
LC80380252015294LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20151021161935_20151021184506.01,LT8BPF20151021161541_20151021184643.01,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/21,2015:294:18:05:12.6133130,2015:294:18:05:44.3833090,9,.4,27.88428061,165.41464018,5.188,5.829,354,-1,Y,LPGS_2.5.1,50°16'52.46"N,108°18'17.93"W,51°21'06.12"N,109°15'43.67"W,50°53'33.40"N,106°37'28.63"W,49°11'37.03"N,107°23'49.70"W,49°38'43.87"N,109°56'41.10"W,50.28124,-108.30498,51.3517,-109.26213,50.89261,-106.62462,49.19362,-107.39714,49.64552,-109.94475,LC80380252015294LGN00,LC80380252015294LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252015294LGN00
LC80370252015287LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20151014175038_20151014183828.01,LT8BPF20151014174644_20151014184004.01,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/14,2015:287:17:58:58.3469900,2015:287:17:59:30.1169860,9,.13,30.3398049,164.53820844,5.194,5.472,406,-1,Y,LPGS_2.5.1,50°16'52.00"N,106°44'55.61"W,51°21'05.90"N,107°42'21.20"W,50°53'33.00"N,105°04'06.13"W,49°11'36.42"N,105°50'27.53"W,49°38'43.48"N,108°23'18.89"W,50.28111,-106.74878,51.35164,-107.70589,50.8925,-105.06837,49.19345,-105.84098,49.64541,-108.38858,LC80370252015287LGN00,LC80370252015287LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252015287LGN00
LC80380252015278LGN00, 038, 025, 038, 025,NADIR,FULL,NOMINAL,LO8BPF20151005175538_20151005184352.01,LT8BPF20151005175144_20151005184528.01,L8CPF20151001_20151231.01,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/10/05,2015:278:18:05:10.1161220,2015:278:18:05:41.8861180,9,44.27,33.58377378,163.11877894,5.436,6.115,102,-1,Y,LPGS_2.5.1,50°16'51.13"N,108°18'19.66"W,51°21'04.97"N,109°15'44.68"W,50°53'31.99"N,106°37'30.40"W,49°11'35.52"N,107°23'51.97"W,49°38'42.61"N,109°56'42.65"W,50.28087,-108.30546,51.35138,-109.26241,50.89222,-106.62511,49.1932,-107.39777,49.64517,-109.94518,LC80380252015278LGN00,LC80380252015278LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80380252015278LGN00
LC80370252015271LGN00, 037, 025, 037, 025,NADIR,FULL,NOMINAL,LO8BPF20150928174927_20150928183652.01,LT8BPF20150928174533_20150928183829.02,L8CPF20150701_20150930.03,L8RLUT20150303_20431231v11.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/09/28,2015:271:17:58:58.6553990,2015:271:17:59:30.4253950,9,30.44,36.13498844,161.80740532,5.775,5.738,147,-1,Y,LPGS_2.5.1,50°16'52.14"N,106°45'43.70"W,51°21'06.08"N,107°43'09.23"W,50°53'32.71"N,105°04'54.08"W,49°11'36.35"N,105°51'15.98"W,49°38'43.84"N,108°24'07.52"W,50.28115,-106.76214,51.35169,-107.71923,50.89242,-105.08169,49.19343,-105.85444,49.64551,-108.40209,LC80370252015271LGN00,LC80370252015271LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80370252015271LGN00
