Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LT50220272005266GNC01,LANDSAT_5,BUMPER,GNC,DAY, 022, 027,2,2005/09/23,2005:266:16:15:12.43000,2005:266:16:15:39.04294,N,9,9,9,9,9,9,9,9,0,0,0,.01,0,39.4712303,155.07407265, 47.46337   (47°27'48.13"N), -84.81519   (84°48'54.68"W), 48.41730   (48°25'02.28"N), -85.72812  (85°43'41.23"W), 48.06150   (48°03'41.40"N), -83.29517   (83°17'42.61"W), 46.84692   (46°50'48.91"N), -86.30196   (86°18'07.06"W), 46.50137 (46°30'04.93"N), -83.93670   (83°56'12.12"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44362   (48°26'37.03"N), -86.36987   (86°22'11.53"S), 48.38086   (48°22'51.10"N), -83.14929   (83°08'57.44"S), 46.50826   (46°30'29.74"N), -86.39260  (86°23'33.36"W), 46.44959   (46°26'58.52"N), -83.28777   (83°17'15.97"S),7951,7171,7171,7951,183,4.465,3.063,3.249,.188,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.46337,-84.81519,48.4173,-85.72812,48.0615,-83.29517,46.84692,-86.30196,46.50137,-83.9367,LT50220272005266GNC01,LT50220272005266GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50220272005266GNC01
LT50210272005259GNC01,LANDSAT_5,BUMPER,GNC,DAY, 021, 027,2,2005/09/16,2005:259:16:09:02.58650,2005:259:16:09:29.19944,N,9,9,9,9,9,9,9,9,28.43,1.65,30.81,34.34,46.9,41.88867348,153.24627911, 47.46410   (47°27'50.76"N), -83.27257   (83°16'21.25"W), 48.41803   (48°25'04.91"N), -84.18551  (84°11'07.84"W), 48.06223   (48°03'44.03"N), -81.75253   (81°45'09.11"W), 46.84765   (46°50'51.54"N), -84.75936   (84°45'33.70"W), 46.50209 (46°30'07.52"N), -82.39407   (82°23'38.65"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42032   (48°25'13.15"N), -84.96050   (84°57'37.80"S), 48.48677   (48°29'12.37"N), -81.63607   (81°38'09.85"S), 46.40849   (46°24'30.56"N), -84.81224  (84°48'44.06"W), 46.47043   (46°28'13.55"N), -81.61219   (81°36'43.88"S),8201,7471,7471,8201,164,3.861,2.473,2.965,.117,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.4641,-83.27257,48.41803,-84.18551,48.06223,-81.75253,46.84765,-84.75936,46.50209,-82.39407,LT50210272005259GNC01,LT50210272005259GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50210272005259GNC01
LT50220272005250GNC01,LANDSAT_5,BUMPER,GNC,DAY, 022, 027,2,2005/09/07,2005:250:16:15:13.53725,2005:250:16:15:40.15019,N,9,9,9,9,9,9,9,9,8.86,.2,2.15,6.23,26.84,44.88665598,150.70662013, 47.45955   (47°27'34.38"N), -84.82254   (84°49'21.14"W), 48.41347   (48°24'48.49"N), -85.73542  (85°44'07.51"W), 48.05770   (48°03'27.72"N), -83.30264   (83°18'09.50"W), 46.84308   (46°50'35.09"N), -86.30919   (86°18'33.08"W), 46.49756 (46°29'51.22"N), -83.94409   (83°56'38.72"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.44096   (48°26'27.46"N), -86.37802   (86°22'40.87"S), 48.37871   (48°22'43.36"N), -83.16566   (83°09'56.38"S), 46.50290   (46°30'10.44"N), -86.40048  (86°24'01.73"W), 46.44470   (46°26'40.92"N), -83.30372   (83°18'13.39"S),7931,7181,7181,7931,157,3.884,2.48,2.989,.161,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.45955,-84.82254,48.41347,-85.73542,48.0577,-83.30264,46.84308,-86.30919,46.49756,-83.94409,LT50220272005250GNC01,LT50220272005250GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50220272005250GNC01
LT50210272005227GNC01,LANDSAT_5,BUMPER,GNC,DAY, 021, 027,2,2005/08/15,2005:227:16:08:58.07425,2005:227:16:09:24.68719,N,9,9,9,9,9,9,9,9,2.12,2.49,2.7,1.41,1.87,51.73939204,143.97008361, 47.45828   (47°27'29.81"N), -83.27048   (83°16'13.73"W), 48.41220   (48°24'43.92"N), -84.18335  (84°11'00.06"W), 48.05644   (48°03'23.18"N), -81.75062   (81°45'02.23"W), 46.84181   (46°50'30.52"N), -84.75709   (84°45'25.52"W), 46.49629 (46°29'46.64"N), -82.39205   (82°23'31.38"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41239   (48°24'44.60"N), -84.95583   (84°57'20.99"S), 48.47860   (48°28'42.96"N), -81.64815   (81°38'53.34"S), 46.40054   (46°24'01.94"N), -84.80778  (84°48'28.01"W), 46.46227   (46°27'44.17"N), -81.62382   (81°37'25.75"S),8161,7471,7471,8161,188,3.922,2.769,2.778,.126,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.45828,-83.27048,48.4122,-84.18335,48.05644,-81.75062,46.84181,-84.75709,46.49629,-82.39205,LT50210272005227GNC01,LT50210272005227GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50210272005227GNC01
LT50220272005218GNC01,LANDSAT_5,BUMPER,GNC,DAY, 022, 027,2,2005/08/06,2005:218:16:15:05.48763,2005:218:16:15:32.10056,N,9,9,9,9,9,9,9,9,10.7,24.1,12.99,5.5,.21,54.00006898,141.54908798, 47.45767   (47°27'27.61"N), -84.80871   (84°48'31.36"W), 48.41159   (48°24'41.72"N), -85.72157  (85°43'17.65"W), 48.05583   (48°03'20.99"N), -83.28887   (83°17'19.93"W), 46.84120   (46°50'28.32"N), -86.29530   (86°17'43.08"W), 46.49568 (46°29'44.45"N), -83.93029   (83°55'49.04"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.43815   (48°26'17.34"N), -86.35777   (86°21'27.97"S), 48.37561   (48°22'32.20"N), -83.15374   (83°09'13.46"S), 46.50279   (46°30'10.04"N), -86.38093  (86°22'51.35"W), 46.44432   (46°26'39.55"N), -83.29203   (83°17'31.31"S),7911,7171,7171,7911,154,4.244,2.515,3.418,.149,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.45767,-84.80871,48.41159,-85.72157,48.05583,-83.28887,46.8412,-86.2953,46.49568,-83.93029,LT50220272005218GNC01,LT50220272005218GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50220272005218GNC01
LT50210272005211GNC01,LANDSAT_5,BUMPER,GNC,DAY, 021, 027,2,2005/07/30,2005:211:16:08:51.09413,2005:211:16:09:17.70706,N,9,9,9,9,9,9,9,9,50.53,82.43,49.53,52.49,17.67,55.57111197,139.89874511, 47.45893   (47°27'32.15"N), -83.25518   (83°15'18.65"W), 48.41285   (48°24'46.26"N), -84.16806  (84°10'05.02"W), 48.05708   (48°03'25.49"N), -81.73530   (81°44'07.08"W), 46.84246   (46°50'32.86"N), -84.74181   (84°44'30.52"W), 46.49694 (46°29'48.98"N), -82.37674   (82°22'36.26"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41294   (48°24'46.58"N), -84.93965   (84°56'22.74"S), 48.47872   (48°28'43.39"N), -81.62785   (81°37'40.26"S), 46.40375   (46°24'13.50"N), -84.79239  (84°47'32.60"W), 46.46507   (46°27'54.25"N), -81.60432   (81°36'15.55"S),8171,7461,7461,8171,73,4.068,2.94,2.811,.165,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.45893,-83.25518,48.41285,-84.16806,48.05708,-81.7353,46.84246,-84.74181,46.49694,-82.37674,LT50210272005211GNC01,LT50210272005211GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50210272005211GNC01
LT50220272005202GNC01,LANDSAT_5,BUMPER,GNC,DAY, 022, 027,2,2005/07/21,2005:202:16:14:56.44731,2005:202:16:15:23.06031,N,9,9,9,9,9,9,9,9,13.52,22.81,27.75,0,3.52,57.31227154,138.16434665, 47.45119   (47°27'04.28"N), -84.78930   (84°47'21.48"W), 48.40509   (48°24'18.32"N), -85.70207  (85°42'07.45"W), 48.04938   (48°02'57.77"N), -83.26967   (83°16'10.81"W), 46.83469   (46°50'04.88"N), -86.27570   (86°16'32.52"W), 46.48922 (46°29'21.19"N), -83.91095   (83°54'39.42"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.43266   (48°25'57.58"N), -86.34162   (86°20'29.83"S), 48.36941   (48°22'09.88"N), -83.12989   (83°07'47.60"S), 46.49731   (46°29'50.32"N), -86.36535  (86°21'55.26"W), 46.43817   (46°26'17.41"N), -83.26901   (83°16'08.44"S),7931,7171,7171,7931,104,4.261,2.623,3.358,.12,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.45119,-84.7893,48.40509,-85.70207,48.04938,-83.26967,46.83469,-86.2757,46.48922,-83.91095,LT50220272005202GNC01,LT50220272005202GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50220272005202GNC01
LT50210272005195GNC01,LANDSAT_5,BUMPER,GNC,DAY, 021, 027,2,2005/07/14,2005:195:16:08:40.47194,2005:195:16:09:07.08494,N,9,9,9,9,9,9,9,9,6,2.98,11.6,2.3,7.12,58.44034675,137.2116021, 47.45397   (47°27'14.29"N), -83.23055   (83°13'49.98"W), 48.40788   (48°24'28.37"N), -84.14336  (84°08'36.10"W), 48.05214   (48°03'07.70"N), -81.71083   (81°42'38.99"W), 46.83748   (46°50'14.93"N), -84.71703   (84°43'01.31"W), 46.49199 (46°29'31.16"N), -82.35217   (82°21'07.81"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.41094   (48°24'39.38"N), -84.91922   (84°55'09.19"S), 48.47617   (48°28'34.21"N), -81.59941   (81°35'57.88"S), 46.39901   (46°23'56.44"N), -84.77255  (84°46'21.18"W), 46.45982   (46°27'35.35"N), -81.57691   (81°34'36.88"S),8191,7471,7471,8191,156,4.174,3.166,2.72,.148,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.45397,-83.23055,48.40788,-84.14336,48.05214,-81.71083,46.83748,-84.71703,46.49199,-82.35217,LT50210272005195GNC01,LT50210272005195GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50210272005195GNC01
LT50220272005186GNC01,LANDSAT_5,BUMPER,GNC,DAY, 022, 027,2,2005/07/05,2005:186:16:14:44.23006,2005:186:16:15:10.84300,N,9,9,9,9,9,9,9,9,27.82,.11,23.41,36.53,51.24,59.55690515,136.54528828, 47.44770   (47°26'51.72"N), -84.75850   (84°45'30.60"W), 48.40159   (48°24'05.72"N), -85.67123  (85°40'16.43"W), 48.04590   (48°02'45.24"N), -83.23898   (83°14'20.33"W), 46.83119   (46°49'52.28"N), -86.24479   (86°14'41.24"W), 46.48574 (46°29'08.66"N), -83.88019   (83°52'48.68"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42980   (48°25'47.28"N), -86.31327   (86°18'47.77"S), 48.36549   (48°21'55.76"N), -83.09373   (83°05'37.43"S), 46.49445   (46°29'40.02"N), -86.33802  (86°20'16.87"W), 46.43433   (46°26'03.59"N), -83.23413   (83°14'02.87"S),7951,7171,7171,7951,137,3.530,2.158,2.794,.1,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.4477,-84.7585,48.40159,-85.67123,48.0459,-83.23898,46.83119,-86.24479,46.48574,-83.88019,LT50220272005186GNC01,LT50220272005186GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50220272005186GNC01
LT50210272005179GNC01,LANDSAT_5,BUMPER,GNC,DAY, 021, 027,2,2005/06/28,2005:179:16:08:31.61306,2005:179:16:08:58.22600,N,9,9,9,9,9,9,9,9,52.23,90.11,66.85,28.32,23.63,60.15789971,136.53858446, 47.44833   (47°26'53.99"N), -83.21548   (83°12'55.73"W), 48.40222   (48°24'07.99"N), -84.12822  (84°07'41.59"W), 48.04653   (48°02'47.51"N), -81.69594   (81°41'45.38"W), 46.83182   (46°49'54.55"N), -84.70179   (84°42'06.44"W), 46.48636 (46°29'10.90"N), -82.33716   (82°20'13.78"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.40314   (48°24'11.30"N), -84.91051   (84°54'37.84"S), 48.46818   (48°28'05.45"N), -81.57902   (81°34'44.47"S), 46.39118   (46°23'28.25"N), -84.76420  (84°45'51.12"W), 46.45181   (46°27'06.52"N), -81.55729   (81°33'26.24"S),8221,7471,7471,8221,46,5.342,4.297,3.174,.21,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.44833,-83.21548,48.40222,-84.12822,48.04653,-81.69594,46.83182,-84.70179,46.48636,-82.33716,LT50210272005179GNC01,LT50210272005179GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50210272005179GNC01
LT50220272005170GNC01,LANDSAT_5,BUMPER,GNC,DAY, 022, 027,2,2005/06/19,2005:170:16:14:40.08744,2005:170:16:15:06.70038,N,9,9,9,9,9,9,9,9,4.44,.03,6.78,2.44,8.5,60.52741196,137.10010097, 47.45365   (47°27'13.14"N), -84.76082   (84°45'38.95"W), 48.40756   (48°24'27.22"N), -85.67363  (85°40'25.07"W), 48.05183   (48°03'06.59"N), -83.24111   (83°14'28.00"W), 46.83716   (46°50'13.78"N), -86.24729   (86°14'50.24"W), 46.49167 (46°29'30.01"N), -83.88244   (83°52'56.78"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.43524   (48°26'06.86"N), -86.32131   (86°19'16.72"S), 48.37087   (48°22'15.13"N), -83.09332   (83°05'35.95"S), 46.49990   (46°29'59.64"N), -86.34577  (86°20'44.77"W), 46.43972   (46°26'22.99"N), -83.23376   (83°14'01.54"S),7971,7171,7171,7971,139,3.780,2.386,2.932,.123,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.45365,-84.76082,48.40756,-85.67363,48.05183,-83.24111,46.83716,-86.24729,46.49167,-83.88244,LT50220272005170GNC01,LT50220272005170GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50220272005170GNC01
LT50220272005154GNC01,LANDSAT_5,BUMPER,GNC,DAY, 022, 027,2,2005/06/03,2005:154:16:14:33.26388,2005:154:16:14:59.87688,N,9,9,9,9,9,9,9,9,7.36,.07,7.4,.02,21.93,59.96033758,139.38770778, 47.44773   (47°26'51.83"N), -84.75649   (84°45'23.36"W), 48.40162   (48°24'05.83"N), -85.66922  (85°40'09.19"W), 48.04593   (48°02'45.35"N), -83.23697   (83°14'13.09"W), 46.83122   (46°49'52.39"N), -86.24278   (86°14'34.01"W), 46.48577 (46°29'08.77"N), -83.87818   (83°52'41.45"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42980   (48°25'47.28"N), -86.31327   (86°18'47.77"S), 48.36535   (48°21'55.26"N), -83.08969   (83°05'22.88"S), 46.49445   (46°29'40.02"N), -86.33802  (86°20'16.87"W), 46.43420   (46°26'03.12"N), -83.23023   (83°13'48.83"S),7961,7171,7171,7961,162,3.840,2.314,3.064,.122,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.44773,-84.75649,48.40162,-85.66922,48.04593,-83.23697,46.83122,-86.24278,46.48577,-83.87818,LT50220272005154GNC01,LT50220272005154GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50220272005154GNC01
LT50210272005147GNC01,LANDSAT_5,BUMPER,GNC,DAY, 021, 027,2,2005/05/27,2005:147:16:08:18.94231,2005:147:16:08:45.55538,N,9,9,9,9,9,9,9,9,40.51,31.84,34.08,56.72,39.42,59.18945562,140.70045317, 47.45390   (47°27'14.04"N), -83.20633   (83°12'22.79"W), 48.40781   (48°24'28.12"N), -84.11914  (84°07'08.90"W), 48.05207   (48°03'07.45"N), -81.68661   (81°41'11.80"W), 46.83741   (46°50'14.68"N), -84.69281   (84°41'34.12"W), 46.49192 (46°29'30.91"N), -82.32795   (82°19'40.62"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.40907   (48°24'32.65"N), -84.89475   (84°53'41.10"S), 48.47361   (48°28'25.00"N), -81.57096   (81°34'15.46"S), 46.39978   (46°23'59.21"N), -84.74918  (84°44'57.05"W), 46.45995   (46°27'35.82"N), -81.54956   (81°32'58.42"S),8201,7461,7461,8201,41,3.984,3.058,2.553,.207,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.4539,-83.20633,48.40781,-84.11914,48.05207,-81.68661,46.83741,-84.69281,46.49192,-82.32795,LT50210272005147GNC01,LT50210272005147GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50210272005147GNC01
LT50220272005138GNC01,LANDSAT_5,BUMPER,GNC,DAY, 022, 027,2,2005/05/18,2005:138:16:14:24.77444,2005:138:16:14:51.38744,N,9,9,9,9,9,9,9,9,.62,.13,.61,1.3,.44,57.7242986,142.4282051, 47.44631   (47°26'46.72"N), -84.74552   (84°44'43.87"W), 48.40020   (48°24'00.72"N), -85.65823  (85°39'29.63"W), 48.04452   (48°02'40.27"N), -83.22605   (83°13'33.78"W), 46.82979   (46°49'47.24"N), -86.23177   (86°13'54.37"W), 46.48435 (46°29'03.66"N), -83.86723   (83°52'02.03"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42700   (48°25'37.20"N), -86.29708   (86°17'49.49"S), 48.36252   (48°21'45.07"N), -83.08585   (83°05'09.06"S), 46.49166   (46°29'29.98"N), -86.32242  (86°19'20.71"W), 46.43138   (46°25'52.97"N), -83.22652   (83°13'35.47"S),7931,7171,7171,7931,199,3.944,2.413,3.12,.133,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.44631,-84.74552,48.4002,-85.65823,48.04452,-83.22605,46.82979,-86.23177,46.48435,-83.86723,LT50220272005138GNC01,LT50220272005138GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50220272005138GNC01
LT50210272005131GNC01,LANDSAT_5,BUMPER,GNC,DAY, 021, 027,2,2005/05/11,2005:131:16:08:11.09419,2005:131:16:08:37.70719,N,9,9,9,9,9,9,9,9,95.22,99.99,100,89.43,91.47,56.23834256,143.7457062, 47.44541   (47°26'43.48"N), -83.20009   (83°12'00.32"W), 48.39930   (48°23'57.48"N), -84.11279  (84°06'46.04"W), 48.04362   (48°02'37.03"N), -81.68064   (81°40'50.30"W), 46.82889   (46°49'44.00"N), -84.68631   (84°41'10.72"W), 46.48345 (46°29'00.42"N), -82.32181   (82°19'18.52"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.40127   (48°24'04.57"N), -84.88604   (84°53'09.74"S), 48.46550   (48°27'55.80"N), -81.57493   (81°34'29.75"S), 46.39195   (46°23'31.02"N), -84.74084  (84°44'27.02"W), 46.45183   (46°27'06.59"N), -81.55339   (81°33'12.20"S),8171,7461,7461,8171,38,15.659,15.052,4.318,.639,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.44541,-83.20009,48.3993,-84.11279,48.04362,-81.68064,46.82889,-84.68631,46.48345,-82.32181,LT50210272005131GNC01,LT50210272005131GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50210272005131GNC01
LT50220272005122GNC01,LANDSAT_5,BUMPER,GNC,DAY, 022, 027,2,2005/05/02,2005:122:16:14:19.12950,2005:122:16:14:45.74256,N,9,9,9,9,9,9,9,9,85.49,72.23,87.51,86.29,95.91,53.91377879,145.27205705, 47.44644   (47°26'47.18"N), -84.74669   (84°44'48.08"W), 48.40033   (48°24'01.19"N), -85.65940  (85°39'33.84"W), 48.04465   (48°02'40.74"N), -83.22721   (83°13'37.96"W), 46.82992   (46°49'47.71"N), -86.23294   (86°13'58.58"W), 46.48448 (46°29'04.13"N), -83.86839   (83°52'06.20"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42698   (48°25'37.13"N), -86.29303   (86°17'34.91"S), 48.36266   (48°21'45.58"N), -83.08989   (83°05'23.60"S), 46.49434   (46°29'39.62"N), -86.31848  (86°19'06.53"W), 46.43420   (46°26'03.12"N), -83.23023   (83°13'48.83"S),7911,7161,7161,7911,47,5.356,3.232,4.271,.317,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.44644,-84.74669,48.40033,-85.6594,48.04465,-83.22721,46.82992,-86.23294,46.48448,-83.86839,LT50220272005122GNC01,LT50220272005122GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50220272005122GNC01
LT50220272005106GNC01,LANDSAT_5,BUMPER,GNC,DAY, 022, 027,2,2005/04/16,2005:106:16:14:14.36488,2005:106:16:14:40.97794,N,9,9,9,9,9,9,9,9,71.17,93.7,51.56,96.41,43,48.82294403,147.45824711, 47.44787   (47°26'52.33"N), -84.75384   (84°45'13.82"W), 48.40176   (48°24'06.34"N), -85.66657  (85°39'59.65"W), 48.04607   (48°02'45.85"N), -83.23432   (83°14'03.55"W), 46.83136   (46°49'52.90"N), -86.24014   (86°14'24.50"W), 46.48591 (46°29'09.28"N), -83.87553   (83°52'31.91"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.42970   (48°25'46.92"N), -86.29705   (86°17'49.38"S), 48.36562   (48°21'56.23"N), -83.09777   (83°05'51.97"S), 46.49436   (46°29'39.70"N), -86.32238  (86°19'20.57"W), 46.43446   (46°26'04.06"N), -83.23802   (83°14'16.87"S),7901,7171,7171,7901,62,4.459,3.045,3.257,.211,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.44787,-84.75384,48.40176,-85.66657,48.04607,-83.23432,46.83136,-86.24014,46.48591,-83.87553,LT50220272005106GNC01,LT50220272005106GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50220272005106GNC01
LT50210272005099GNC01,LANDSAT_5,BUMPER,GNC,DAY, 021, 027,2,2005/04/09,2005:099:16:08:02.33088,2005:099:16:08:28.94394,N,9,9,9,9,9,9,9,9,.86,.33,.29,1.63,1.18,46.30007326,148.22465985, 47.45231   (47°27'08.32"N), -83.21478   (83°12'53.21"W), 48.40621   (48°24'22.36"N), -84.12757  (84°07'39.25"W), 48.05049   (48°03'01.76"N), -81.69511   (81°41'42.40"W), 46.83582   (46°50'08.95"N), -84.70121   (84°42'04.36"W), 46.49033 (46°29'25.19"N), -82.33642   (82°20'11.11"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.40624   (48°24'22.46"N), -84.89858   (84°53'54.89"S), 48.47081   (48°28'14.92"N), -81.59123   (81°35'28.43"S), 46.39426   (46°23'39.34"N), -84.75270  (84°45'09.72"W), 46.45446   (46°27'16.06"N), -81.56904   (81°34'08.54"S),8161,7471,7471,8161,184,4.466,3.357,2.945,.162,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.45231,-83.21478,48.40621,-84.12757,48.05049,-81.69511,46.83582,-84.70121,46.49033,-82.33642,LT50210272005099GNC01,LT50210272005099GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50210272005099GNC01
LT50210272005067GNC01,LANDSAT_5,BUMPER,GNC,DAY, 021, 027,2,2005/03/08,2005:067:16:07:48.33450,2005:067:16:08:14.94744,N,9,9,9,9,9,9,9,9,23,23.25,30.83,20.55,17.37,33.79361078,150.92589806, 47.45527   (47°27'18.97"N), -83.22323   (83°13'23.63"W), 48.40918   (48°24'33.05"N), -84.13606  (84°08'09.82"W), 48.05344   (48°03'12.38"N), -81.70347   (81°42'12.49"W), 46.83879   (46°50'19.64"N), -84.70975   (84°42'35.10"W), 46.49329 (46°29'35.84"N), -82.34483   (82°20'41.39"W),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 48.40825   (48°24'29.70"N), -84.91901   (84°55'08.44"S), 48.47351   (48°28'24.64"N), -81.59126   (81°35'28.54"S), 46.39631   (46°23'46.72"N), -84.77236  (84°46'20.50"W), 46.45716   (46°27'25.78"N), -81.56907   (81°34'08.65"S),8211,7471,7471,8211,46,4.445,3.362,2.907,.204,UTM,WGS84,WGS84,17,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,47.45527,-83.22323,48.40918,-84.13606,48.05344,-81.70347,46.83879,-84.70975,46.49329,-82.34483,LT50210272005067GNC01,LT50210272005067GNC01,http://earthexplorer.usgs.gov/download/options/5440/LT50210272005067GNC01
